Id,Weekly_Sales
7_82_2013-03-22,9235.848300000005
7_82_2013-03-29,9006.9846
7_82_2013-04-05,9395.758800000009
7_82_2013-04-12,7746.918500000001
7_82_2013-04-19,7744.104599999997
7_82_2013-04-26,7608.047200000002
7_82_2013-05-03,7290.561500000005
7_82_2013-05-10,7212.308800000003
7_82_2013-05-17,7449.6604000000025
7_82_2013-05-24,8108.200299999997
7_82_2013-05-31,8341.695899999997
7_82_2013-06-07,8662.910699999997
7_82_2013-06-14,9915.24400000001
7_82_2013-06-21,9118.2785
7_82_2013-06-28,10860.451300000004
7_82_2013-07-05,9547.9532
7_82_2013-07-12,10911.733900000003
7_82_2013-07-19,11059.660600000003
7_82_2013-07-26,11021.988900000002
7_83_2012-11-02,567.1144000000006
7_83_2012-11-09,567.9886000000007
7_83_2012-11-16,566.0843000000006
7_83_2012-11-23,609.9994000000007
7_83_2012-11-30,571.1349000000006
7_83_2012-12-07,582.2709000000007
7_83_2012-12-14,585.8152000000006
7_83_2012-12-21,698.0270000000002
7_83_2012-12-28,850.1528999999999
7_83_2013-01-04,824.1201999999998
7_83_2013-01-11,834.5935999999996
7_83_2013-01-18,796.6847999999997
7_83_2013-01-25,792.2517999999997
7_83_2013-02-01,610.183
7_83_2013-02-08,723.5347
7_83_2013-02-15,700.5905999999999
7_83_2013-02-22,700.5905999999999
7_83_2013-03-01,702.0867999999999
7_83_2013-03-08,611.73
7_83_2013-03-15,610.9726999999999
7_83_2013-03-22,614.6201000000003
7_83_2013-03-29,616.0386000000002
7_83_2013-04-05,638.9664000000006
7_83_2013-04-12,611.9813000000004
7_83_2013-04-19,610.4584
7_83_2013-04-26,586.6668000000002
7_83_2013-05-03,330.82830000000007
7_83_2013-05-10,317.0706
7_83_2013-05-17,316.36339999999984
7_83_2013-05-24,304.3032
7_83_2013-05-31,308.7803999999999
7_83_2013-06-07,322.88489999999996
7_83_2013-06-14,314.4289
7_83_2013-06-21,307.98339999999996
7_83_2013-06-28,318.1509000000001
7_83_2013-07-05,316.2813
7_83_2013-07-12,340.78799999999995
7_83_2013-07-19,313.52889999999996
7_83_2013-07-26,318.47369999999995
7_85_2012-11-02,1759.273699999999
7_85_2012-11-09,1756.868299999999
7_85_2012-11-16,1822.6160999999993
7_85_2012-11-23,1838.3347999999992
7_85_2012-11-30,1955.4053999999992
7_85_2012-12-07,5340.214300000004
7_85_2012-12-14,6102.210499999998
7_85_2012-12-21,6640.419700000002
7_85_2012-12-28,2536.695500000002
7_85_2013-01-04,1624.7737000000009
7_85_2013-01-11,1474.3354999999997
7_85_2013-01-18,1453.6567999999993
7_85_2013-01-25,1428.1257999999996
7_85_2013-02-01,1525.5937
7_85_2013-02-08,1487.833099999999
7_85_2013-02-15,1513.8966999999998
7_85_2013-02-22,1515.9569999999999
7_85_2013-03-01,1467.4643999999994
7_85_2013-03-08,1504.9126999999996
7_85_2013-03-15,1428.6472999999992
7_85_2013-03-22,1432.3520999999992
7_85_2013-03-29,1491.3151999999995
7_85_2013-04-05,1480.0416999999993
7_85_2013-04-12,1572.355
7_85_2013-04-19,1884.0020999999997
7_85_2013-04-26,1788.3392999999999
7_85_2013-05-03,1717.4976999999985
7_85_2013-05-10,1775.777899999999
7_85_2013-05-17,1864.0764999999983
7_85_2013-05-24,1798.9086999999981
7_85_2013-05-31,1800.5137999999988
7_85_2013-06-07,1769.6071999999997
7_85_2013-06-14,1911.8915
7_85_2013-06-21,1759.1344
7_85_2013-06-28,1810.5579999999993
7_85_2013-07-05,1756.6277
7_85_2013-07-12,1619.8697000000002
7_85_2013-07-19,1846.4515
7_85_2013-07-26,1853.6921000000002
7_87_2012-11-02,12914.537999999995
7_87_2012-11-09,12930.853899999996
7_87_2012-11-16,13282.1648
7_87_2012-11-23,13250.711799999995
7_87_2012-11-30,13324.500599999994
7_87_2012-12-07,13272.779899999992
7_87_2012-12-14,14288.422099999985
7_87_2012-12-21,15824.932000000003
7_87_2012-12-28,15264.56340000001
7_87_2013-01-04,16040.350100000003
7_87_2013-01-11,15589.350400000001
7_87_2013-01-18,15479.093499999999
7_87_2013-01-25,15408.424099999995
7_87_2013-02-01,13420.539799999995
7_87_2013-02-08,15225.037999999993
7_87_2013-02-15,15141.62929999999
7_87_2013-02-22,15040.883299999989
7_87_2013-03-01,15022.254099999993
7_87_2013-03-08,13254.332400000003
7_87_2013-03-15,13082.584300000002
7_87_2013-03-22,13014.842700000001
7_87_2013-03-29,12846.675099999999
7_87_2013-04-05,11995.464499999996
7_87_2013-04-12,12128.936799999998
7_87_2013-04-19,12748.5228
7_87_2013-04-26,12116.380000000003
7_87_2013-05-03,8611.3852
7_87_2013-05-10,8561.435199999998
7_87_2013-05-17,8890.887800000004
7_87_2013-05-24,8825.060400000008
7_87_2013-05-31,8889.896300000008
7_87_2013-06-07,9042.446100000006
7_87_2013-06-14,9240.216700000004
7_87_2013-06-21,9438.000400000006
7_87_2013-06-28,9615.5797
7_87_2013-07-05,10059.379200000001
7_87_2013-07-12,10560.015599999999
7_87_2013-07-19,10180.658
7_87_2013-07-26,10202.796499999999
7_90_2012-11-02,13641.903200000002
7_90_2012-11-09,14022.980899999999
7_90_2012-11-16,14736.540799999995
7_90_2012-11-23,14329.508599999996
7_90_2012-11-30,14938.612799999997
7_90_2012-12-07,17735.057300000008
7_90_2012-12-14,19638.34360000001
7_90_2012-12-21,24108.37949999999
7_90_2012-12-28,23680.955699999984
7_90_2013-01-04,20134.225200000015
7_90_2013-01-11,19910.048600000013
7_90_2013-01-18,19699.83150000001
7_90_2013-01-25,19663.01150000001
7_90_2013-02-01,19196.732999999993
7_90_2013-02-08,19731.164200000003
7_90_2013-02-15,19849.8388
7_90_2013-02-22,19914.9178
7_90_2013-03-01,19987.181500000006
7_90_2013-03-08,19415.2182
7_90_2013-03-15,20484.155200000023
7_90_2013-03-22,20088.33660000002
7_90_2013-03-29,19074.868600000016
7_90_2013-04-05,18275.651000000016
7_90_2013-04-12,13559.238299999992
7_90_2013-04-19,12991.623699999991
7_90_2013-04-26,12327.185699999996
7_90_2013-05-03,11945.320700000004
7_90_2013-05-10,11902.425700000005
7_90_2013-05-17,11955.763500000001
7_90_2013-05-24,12215.282400000002
7_90_2013-05-31,12281.302899999999
7_90_2013-06-07,12384.785799999996
7_90_2013-06-14,12114.656499999997
7_90_2013-06-21,12423.159599999995
7_90_2013-06-28,12171.579699999993
7_90_2013-07-05,12557.715699999995
7_90_2013-07-12,12377.416799999997
7_90_2013-07-19,12406.437099999992
7_90_2013-07-26,12816.107599999996
7_91_2012-11-02,9400.829399999991
7_91_2012-11-09,9788.719899999995
7_91_2012-11-16,10180.540599999991
7_91_2012-11-23,10690.874000000002
7_91_2012-11-30,10747.692899999998
7_91_2012-12-07,11705.965599999996
7_91_2012-12-14,13062.317399999984
7_91_2012-12-21,14951.32539999998
7_91_2012-12-28,15190.105499999981
7_91_2013-01-04,18739.764100000004
7_91_2013-01-11,15747.626100000018
7_91_2013-01-18,13910.547000000013
7_91_2013-01-25,13740.78530000001
7_91_2013-02-01,14195.661699999997
7_91_2013-02-08,14000.82300000001
7_91_2013-02-15,14160.177700000006
7_91_2013-02-22,14142.398500000005
7_91_2013-03-01,13871.405800000002
7_91_2013-03-08,13921.951099999991
7_91_2013-03-15,13753.22859999998
7_91_2013-03-22,13686.864199999989
7_91_2013-03-29,13808.845199999992
7_91_2013-04-05,12625.770999999997
7_91_2013-04-12,10344.68199999999
7_91_2013-04-19,9479.701200000003
7_91_2013-04-26,9245.784700000004
7_91_2013-05-03,10398.012400000007
7_91_2013-05-10,10375.624200000006
7_91_2013-05-17,10351.00790000001
7_91_2013-05-24,10330.215600000007
7_91_2013-05-31,10514.727300000004
7_91_2013-06-07,10795.308400000004
7_91_2013-06-14,11662.701500000006
7_91_2013-06-21,10932.897300000004
7_91_2013-06-28,11862.600100000003
7_91_2013-07-05,11104.972700000002
7_91_2013-07-12,12403.1778
7_91_2013-07-19,12009.172600000007
7_91_2013-07-26,12089.238999999996
7_92_2012-11-02,26609.733800000013
7_92_2012-11-09,26768.131100000017
7_92_2012-11-16,28057.25970000001
7_92_2012-11-23,27670.219800000006
7_92_2012-11-30,27620.471300000012
7_92_2012-12-07,28675.43570000001
7_92_2012-12-14,31438.539
7_92_2012-12-21,40145.912399999936
7_92_2012-12-28,37832.86399999996
7_92_2013-01-04,35403.51599999998
7_92_2013-01-11,34294.519299999985
7_92_2013-01-18,33732.965699999986
7_92_2013-01-25,33605.24209999999
7_92_2013-02-01,31594.9746
7_92_2013-02-08,33125.5246
7_92_2013-02-15,33989.93599999998
7_92_2013-02-22,33946.70419999998
7_92_2013-03-01,34081.33899999998
7_92_2013-03-08,31865.177799999998
7_92_2013-03-15,32776.961300000024
7_92_2013-03-22,31293.918300000034
7_92_2013-03-29,28993.423700000014
7_92_2013-04-05,28502.23660000002
7_92_2013-04-12,24286.263100000015
7_92_2013-04-19,22990.993500000015
7_92_2013-04-26,22484.21700000001
7_92_2013-05-03,22968.4622
7_92_2013-05-10,23033.643799999998
7_92_2013-05-17,23208.936099999995
7_92_2013-05-24,23493.9315
7_92_2013-05-31,23718.570200000006
7_92_2013-06-07,23928.175499999994
7_92_2013-06-14,24150.9007
7_92_2013-06-21,24206.18059999998
7_92_2013-06-28,24109.313199999997
7_92_2013-07-05,24144.744499999986
7_92_2013-07-12,24998.93819999999
7_92_2013-07-19,24449.4426
7_92_2013-07-26,25163.8507
7_93_2012-11-02,1590.0886000000005
7_93_2012-11-09,1590.0886000000005
7_93_2012-11-16,1730.6821000000011
7_93_2012-11-23,1790.2274000000014
7_93_2012-11-30,1777.9296000000013
7_93_2012-12-07,1691.884000000001
7_93_2012-12-14,1777.1819000000012
7_93_2012-12-21,1929.8668000000014
7_93_2012-12-28,2185.9357
7_93_2013-01-04,2084.2476000000015
7_93_2013-01-11,2084.2476000000015
7_93_2013-01-18,2084.2476000000015
7_93_2013-01-25,2055.812600000001
7_93_2013-02-01,2001.9678000000008
7_93_2013-02-08,2092.8574000000012
7_93_2013-02-15,2022.2366000000015
7_93_2013-02-22,2016.9056000000016
7_93_2013-03-01,2002.9382000000023
7_93_2013-03-08,1927.2715000000017
7_93_2013-03-15,1836.1987000000008
7_93_2013-03-22,1841.5528000000004
7_93_2013-03-29,1923.428900000001
7_93_2013-04-05,1750.5416000000002
7_93_2013-04-12,1597.8665999999982
7_93_2013-04-19,1565.8090999999986
7_93_2013-04-26,1512.0235999999984
7_93_2013-05-03,1507.8985000000007
7_93_2013-05-10,1511.9219000000005
7_93_2013-05-17,1423.7563000000007
7_93_2013-05-24,1507.1861999999999
7_93_2013-05-31,1496.7340000000002
7_93_2013-06-07,1498.0947
7_93_2013-06-14,1445.6277000000005
7_93_2013-06-21,1419.4686
7_93_2013-06-28,1408.8913
7_93_2013-07-05,1382.6938000000002
7_93_2013-07-12,1311.7029
7_93_2013-07-19,1291.4208999999996
7_93_2013-07-26,1288.3342999999995
7_94_2012-11-02,1406.4246000000005
7_94_2012-11-09,1406.4188000000006
7_94_2012-11-16,1417.7460000000005
7_94_2012-11-23,1333.6842000000004
7_94_2012-11-30,1402.6119000000006
7_94_2012-12-07,1392.0270000000007
7_94_2012-12-14,1389.360400000001
7_94_2012-12-21,1392.0274000000009
7_94_2012-12-28,1338.7346000000005
7_94_2013-01-04,1398.4896
7_94_2013-01-11,1398.5744000000004
7_94_2013-01-18,1411.8988
7_94_2013-01-25,1421.7139000000002
7_94_2013-02-01,1401.1292000000003
7_94_2013-02-08,1644.8310000000001
7_94_2013-02-15,1761.4176
7_94_2013-02-22,1599.7223999999997
7_94_2013-03-01,1451.9069000000004
7_94_2013-03-08,1505.3176
7_94_2013-03-15,1515.2040999999997
7_94_2013-03-22,1452.5603999999998
7_94_2013-03-29,1573.9979999999998
7_94_2013-04-05,1384.8603
7_94_2013-04-12,1402.9337
7_94_2013-04-19,1393.6024000000002
7_94_2013-04-26,1324.4321000000004
7_94_2013-05-03,407.57199999999966
7_94_2013-05-10,770.2637999999997
7_94_2013-05-17,597.8233000000001
7_94_2013-05-24,217.0146999999999
7_94_2013-05-31,227.45539999999983
7_94_2013-06-07,180.47909999999985
7_94_2013-06-14,157.8416
7_94_2013-06-21,182.0835999999998
7_94_2013-06-28,217.3552999999999
7_94_2013-07-05,275.85979999999995
7_94_2013-07-12,315.0148000000001
7_94_2013-07-19,180.33819999999992
7_94_2013-07-26,174.9565000000001
7_95_2012-11-02,30046.66730000001
7_95_2012-11-09,30006.29210000001
7_95_2012-11-16,30149.481700000008
7_95_2012-11-23,32715.220400000002
7_95_2012-11-30,30604.20130000001
7_95_2012-12-07,31100.286200000006
7_95_2012-12-14,33833.89690000001
7_95_2012-12-21,35832.5874
7_95_2012-12-28,37201.2295
7_95_2013-01-04,35088.5328
7_95_2013-01-11,34440.952000000005
7_95_2013-01-18,33860.441399999996
7_95_2013-01-25,33806.9324
7_95_2013-02-01,33599.7209
7_95_2013-02-08,33786.272899999996
7_95_2013-02-15,33719.9068
7_95_2013-02-22,33732.600099999996
7_95_2013-03-01,33885.7392
7_95_2013-03-08,33677.23610000001
7_95_2013-03-15,36116.6319
7_95_2013-03-22,35784.78999999999
7_95_2013-03-29,34624.950999999994
7_95_2013-04-05,34231.788599999985
7_95_2013-04-12,29618.966899999996
7_95_2013-04-19,28751.320099999997
7_95_2013-04-26,28860.27869999999
7_95_2013-05-03,27540.34440000001
7_95_2013-05-10,27697.478000000006
7_95_2013-05-17,29159.594199999985
7_95_2013-05-24,29269.87229999999
7_95_2013-05-31,29495.657099999997
7_95_2013-06-07,29982.714599999996
7_95_2013-06-14,33615.1454
7_95_2013-06-21,30169.819499999987
7_95_2013-06-28,34099.199
7_95_2013-07-05,30630.594399999998
7_95_2013-07-12,35364.191000000006
7_95_2013-07-19,34448.185400000024
7_95_2013-07-26,35286.24530000001
7_96_2012-11-02,705.3158999999999
7_96_2012-11-09,705.5059
7_96_2012-11-16,867.0237
7_96_2012-11-23,770.5029999999996
7_96_2012-11-30,854.4137
7_96_2012-12-07,963.1115999999995
7_96_2012-12-14,1401.319499999999
7_96_2012-12-21,2369.9037
7_96_2012-12-28,3025.8442000000005
7_96_2013-01-04,2895.7306999999996
7_96_2013-01-11,2457.2034000000003
7_96_2013-01-18,2352.8636000000006
7_96_2013-01-25,2349.6839
7_96_2013-02-01,2043.804099999999
7_96_2013-02-08,2330.3873999999987
7_96_2013-02-15,2498.5901999999983
7_96_2013-02-22,2490.235799999998
7_96_2013-03-01,2452.0365999999995
7_96_2013-03-08,2182.589899999998
7_96_2013-03-15,2303.1985000000004
7_96_2013-03-22,2204.0798000000004
7_96_2013-03-29,2048.2835999999998
7_96_2013-04-05,1788.6846999999989
7_96_2013-04-12,1148.6053000000006
7_96_2013-04-19,916.4383000000005
7_96_2013-04-26,747.6671000000003
7_96_2013-05-03,3312.1057
7_96_2013-05-10,3381.1447
7_96_2013-05-17,3495.617099999999
7_96_2013-05-24,3474.8394000000008
7_96_2013-05-31,3490.9540000000006
7_96_2013-06-07,3512.4503000000013
7_96_2013-06-14,3557.1103
7_96_2013-06-21,3574.76
7_96_2013-06-28,3566.4264000000003
7_96_2013-07-05,3587.1955999999996
7_96_2013-07-12,3527.4738
7_96_2013-07-19,3540.2723000000005
7_96_2013-07-26,3579.8765000000003
7_97_2012-11-02,4050.291199999998
7_97_2012-11-09,4084.3763999999974
7_97_2012-11-16,4238.549799999997
7_97_2012-11-23,4145.053899999996
7_97_2012-11-30,4167.190399999997
7_97_2012-12-07,4271.638499999998
7_97_2012-12-14,4592.9369
7_97_2012-12-21,6250.361000000008
7_97_2012-12-28,6130.033400000007
7_97_2013-01-04,5943.5633
7_97_2013-01-11,5915.63
7_97_2013-01-18,5874.46
7_97_2013-01-25,5882.3259
7_97_2013-02-01,5857.093399999997
7_97_2013-02-08,5846.033099999998
7_97_2013-02-15,5853.392599999997
7_97_2013-02-22,5975.1055
7_97_2013-03-01,5944.215200000001
7_97_2013-03-08,5807.721999999997
7_97_2013-03-15,5861.920799999998
7_97_2013-03-22,5844.265199999997
7_97_2013-03-29,5615.207899999997
7_97_2013-04-05,5420.399399999994
7_97_2013-04-12,4566.704099999999
7_97_2013-04-19,4309.5903
7_97_2013-04-26,4277.056399999999
7_97_2013-05-03,3243.5023999999994
7_97_2013-05-10,3238.9980999999993
7_97_2013-05-17,3431.850200000001
7_97_2013-05-24,3415.664200000001
7_97_2013-05-31,3472.9911000000016
7_97_2013-06-07,3495.817500000002
7_97_2013-06-14,3578.562600000002
7_97_2013-06-21,3531.7966000000015
7_97_2013-06-28,3638.989200000001
7_97_2013-07-05,3650.5926000000013
7_97_2013-07-12,3887.1559
7_97_2013-07-19,3612.786900000001
7_97_2013-07-26,3629.3773000000015
7_98_2012-11-02,119.40039999999988
7_98_2012-11-09,118.86319999999989
7_98_2012-11-16,143.3089999999999
7_98_2012-11-23,272.1280999999997
7_98_2012-11-30,253.48529999999974
7_98_2012-12-07,243.56129999999982
7_98_2012-12-14,254.01479999999984
7_98_2012-12-21,312.52069999999964
7_98_2012-12-28,210.09579999999988
7_98_2013-01-04,137.80190000000005
7_98_2013-01-11,136.38060000000007
7_98_2013-01-18,166.11729999999997
7_98_2013-01-25,171.43729999999996
7_98_2013-02-01,270.44239999999985
7_98_2013-02-08,285.95889999999974
7_98_2013-02-15,261.6748999999999
7_98_2013-02-22,255.08679999999995
7_98_2013-03-01,272.74089999999995
7_98_2013-03-08,322.00810000000007
7_98_2013-03-15,336.13129999999984
7_98_2013-03-22,343.9033999999999
7_98_2013-03-29,311.1105
7_98_2013-04-05,328.4274
7_98_2013-04-12,318.22409999999985
7_98_2013-04-19,311.7276999999998
7_98_2013-04-26,310.95999999999987
7_98_2013-05-03,210.24450000000004
7_98_2013-05-10,209.09440000000006
7_98_2013-05-17,203.15660000000003
7_98_2013-05-24,208.82980000000003
7_98_2013-05-31,208.5584
7_98_2013-06-07,210.62299999999993
7_98_2013-06-14,210.55180000000004
7_98_2013-06-21,208.53839999999997
7_98_2013-06-28,203.7987
7_98_2013-07-05,197.49490000000006
7_98_2013-07-12,185.41660000000005
7_98_2013-07-19,130.20069999999998
7_98_2013-07-26,143.04259999999994
8_1_2012-11-02,25403.882600000008
8_1_2012-11-09,11755.821200000006
8_1_2012-11-16,12637.994999999997
8_1_2012-11-23,12538.866899999995
8_1_2012-11-30,14350.195000000002
8_1_2012-12-07,20727.094600000008
8_1_2012-12-14,37277.726699999934
8_1_2012-12-21,37207.98449999996
8_1_2012-12-28,15714.790100000011
8_1_2013-01-04,11956.141300000001
8_1_2013-01-11,12219.598100000001
8_1_2013-01-18,12815.405300000002
8_1_2013-01-25,13252.942399999998
8_1_2013-02-01,15632.698100000012
8_1_2013-02-08,35564.44400000001
8_1_2013-02-15,43063.851700000036
8_1_2013-02-22,15146.917999999983
8_1_2013-03-01,14929.697699999992
8_1_2013-03-08,13229.601300000002
8_1_2013-03-15,13221.096000000005
8_1_2013-03-22,14956.429499999993
8_1_2013-03-29,21857.908299999992
8_1_2013-04-05,40241.429900000025
8_1_2013-04-12,20167.313100000018
8_1_2013-04-19,15814.944099999999
8_1_2013-04-26,15393.204699999993
8_1_2013-05-03,18396.0206
8_1_2013-05-10,18037.6978
8_1_2013-05-17,16968.847099999995
8_1_2013-05-24,16166.248699999998
8_1_2013-05-31,15728.027799999989
8_1_2013-06-07,16112.039999999995
8_1_2013-06-14,15807.208399999976
8_1_2013-06-21,16193.068999999981
8_1_2013-06-28,15249.395999999992
8_1_2013-07-05,16109.496699999985
8_1_2013-07-12,15634.122199999985
8_1_2013-07-19,17372.435999999998
8_1_2013-07-26,15922.392299999996
8_2_2012-11-02,34984.86160000001
8_2_2012-11-09,34840.721200000015
8_2_2012-11-16,35066.33460000002
8_2_2012-11-23,34889.439200000015
8_2_2012-11-30,35129.35300000001
8_2_2012-12-07,35018.45160000001
8_2_2012-12-14,37433.03210000002
8_2_2012-12-21,45810.38179999993
8_2_2012-12-28,39514.53169999998
8_2_2013-01-04,36112.092100000016
8_2_2013-01-11,35996.09430000002
8_2_2013-01-18,36496.03390000001
8_2_2013-01-25,37114.0935
8_2_2013-02-01,38765.77149999999
8_2_2013-02-08,38739.269299999985
8_2_2013-02-15,38106.508400000035
8_2_2013-02-22,38079.466100000034
8_2_2013-03-01,38266.32660000003
8_2_2013-03-08,38006.79499999999
8_2_2013-03-15,35973.323099999994
8_2_2013-03-22,35573.0849
8_2_2013-03-29,35886.65819999999
8_2_2013-04-05,35979.94630000002
8_2_2013-04-12,35459.70540000004
8_2_2013-04-19,35580.21960000005
8_2_2013-04-26,35485.13790000003
8_2_2013-05-03,35722.45210000003
8_2_2013-05-10,35343.97330000004
8_2_2013-05-17,34763.53860000001
8_2_2013-05-24,34943.04769999999
8_2_2013-05-31,34800.72669999999
8_2_2013-06-07,35242.4499
8_2_2013-06-14,35428.090700000015
8_2_2013-06-21,35047.55520000002
8_2_2013-06-28,35694.85719999996
8_2_2013-07-05,34911.447799999994
8_2_2013-07-12,35643.84959999996
8_2_2013-07-19,34713.12589999999
8_2_2013-07-26,35184.521499999995
8_3_2012-11-02,7459.639399999995
8_3_2012-11-09,7592.228799999998
8_3_2012-11-16,7178.586699999994
8_3_2012-11-23,8162.5679
8_3_2012-11-30,8219.967699999988
8_3_2012-12-07,9907.475599999992
8_3_2012-12-14,10719.096499999987
8_3_2012-12-21,11287.980699999991
8_3_2012-12-28,7357.367099999999
8_3_2013-01-04,11243.362699999996
8_3_2013-01-11,11041.431700000001
8_3_2013-01-18,11068.52249999999
8_3_2013-01-25,10895.827799999995
8_3_2013-02-01,10686.699900000009
8_3_2013-02-08,10040.384300000003
8_3_2013-02-15,8838.2545
8_3_2013-02-22,8648.680199999997
8_3_2013-03-01,8779.793200000007
8_3_2013-03-08,7267.6073
8_3_2013-03-15,6678.509500000001
8_3_2013-03-22,6814.695900000003
8_3_2013-03-29,7092.529299999998
8_3_2013-04-05,6955.281000000002
8_3_2013-04-12,6952.1593
8_3_2013-04-19,7000.0612999999985
8_3_2013-04-26,6778.488400000003
8_3_2013-05-03,7148.7325
8_3_2013-05-10,6633.993400000002
8_3_2013-05-17,6734.829800000002
8_3_2013-05-24,6369.921000000003
8_3_2013-05-31,6299.504600000006
8_3_2013-06-07,6212.568600000004
8_3_2013-06-14,5742.338900000005
8_3_2013-06-21,5913.287900000005
8_3_2013-06-28,5916.466800000002
8_3_2013-07-05,6452.0208999999995
8_3_2013-07-12,12474.779400000005
8_3_2013-07-19,17448.335300000002
8_3_2013-07-26,18717.55790000001
8_4_2012-11-02,21774.854099999997
8_4_2012-11-09,21669.486199999996
8_4_2012-11-16,21842.8591
8_4_2012-11-23,30452.58740000003
8_4_2012-11-30,27642.69870000003
8_4_2012-12-07,30732.878300000015
8_4_2012-12-14,22959.340999999986
8_4_2012-12-21,24043.133999999995
8_4_2012-12-28,21588.869699999974
8_4_2013-01-04,23311.10890000002
8_4_2013-01-11,23247.68540000002
8_4_2013-01-18,23094.608100000016
8_4_2013-01-25,23041.369900000012
8_4_2013-02-01,22841.898999999998
8_4_2013-02-08,22768.430199999995
8_4_2013-02-15,23138.332700000006
8_4_2013-02-22,22982.911300000007
8_4_2013-03-01,22864.480600000014
8_4_2013-03-08,22495.150600000015
8_4_2013-03-15,22439.91430000001
8_4_2013-03-22,22332.31850000001
8_4_2013-03-29,22453.047100000018
8_4_2013-04-05,22679.125
8_4_2013-04-12,22468.4609
8_4_2013-04-19,22425.9632
8_4_2013-04-26,22279.833599999998
8_4_2013-05-03,20830.12120000001
8_4_2013-05-10,20627.4904
8_4_2013-05-17,20592.219399999998
8_4_2013-05-24,21282.511000000002
8_4_2013-05-31,21318.33519999999
8_4_2013-06-07,21339.43359999999
8_4_2013-06-14,21256.488699999984
8_4_2013-06-21,20885.00409999999
8_4_2013-06-28,21105.705799999992
8_4_2013-07-05,21646.5908
8_4_2013-07-12,21260.731199999984
8_4_2013-07-19,20718.782400000007
8_4_2013-07-26,21195.94119999999
8_5_2012-11-02,21860.199100000005
8_5_2012-11-09,21566.389100000015
8_5_2012-11-16,22205.142299999996
8_5_2012-11-23,61911.535299999945
8_5_2012-11-30,42838.80290000001
8_5_2012-12-07,40941.9204
8_5_2012-12-14,43058.80239999999
8_5_2012-12-21,54293.39910000001
8_5_2012-12-28,31052.51169999998
8_5_2013-01-04,17374.334200000005
8_5_2013-01-11,16013.781800000008
8_5_2013-01-18,16460.080100000006
8_5_2013-01-25,17222.228799999997
8_5_2013-02-01,25672.005699999994
8_5_2013-02-08,27090.976500000008
8_5_2013-02-15,27028.777499999997
8_5_2013-02-22,23720.633799999996
8_5_2013-03-01,22847.261599999987
8_5_2013-03-08,22615.234299999964
8_5_2013-03-15,22497.559599999964
8_5_2013-03-22,20942.102999999977
8_5_2013-03-29,21729.971499999974
8_5_2013-04-05,20769.98819999998
8_5_2013-04-12,19573.0559
8_5_2013-04-19,18504.3496
8_5_2013-04-26,19284.536500000002
8_5_2013-05-03,16442.122000000003
8_5_2013-05-10,18120.966199999995
8_5_2013-05-17,14720.10610000001
8_5_2013-05-24,15399.597799999996
8_5_2013-05-31,15531.381100000004
8_5_2013-06-07,16527.7806
8_5_2013-06-14,16179.016599999995
8_5_2013-06-21,16455.663599999993
8_5_2013-06-28,15300.7019
8_5_2013-07-05,16224.176099999993
8_5_2013-07-12,15415.245700000001
8_5_2013-07-19,15769.624899999993
8_5_2013-07-26,14747.335499999997
8_6_2012-11-02,2791.043500000001
8_6_2012-11-09,2464.5825999999997
8_6_2012-11-16,2789.116700000001
8_6_2012-11-23,14637.88330000002
8_6_2012-11-30,8418.440899999996
8_6_2012-12-07,5382.0664
8_6_2012-12-14,8405.590600000001
8_6_2012-12-21,11632.392199999991
8_6_2012-12-28,7193.426399999998
8_6_2013-01-04,2482.4250000000006
8_6_2013-01-11,2634.3347
8_6_2013-01-18,2388.4868000000006
8_6_2013-01-25,2075.4272
8_6_2013-02-01,2025.1205000000004
8_6_2013-02-08,2097.6511000000005
8_6_2013-02-15,3197.3583999999996
8_6_2013-02-22,2780.173500000001
8_6_2013-03-01,3012.9022000000004
8_6_2013-03-08,1866.1041000000007
8_6_2013-03-15,1884.9679000000003
8_6_2013-03-22,1904.6426000000013
8_6_2013-03-29,2607.8215000000005
8_6_2013-04-05,2708.336000000001
8_6_2013-04-12,2811.1567999999997
8_6_2013-04-19,2733.637
8_6_2013-04-26,2822.6402
8_6_2013-05-03,3583.353299999997
8_6_2013-05-10,3674.3275999999983
8_6_2013-05-17,3871.587699999999
8_6_2013-05-24,4488.158599999998
8_6_2013-05-31,4362.1376
8_6_2013-06-07,3580.7724999999996
8_6_2013-06-14,3560.0277
8_6_2013-06-21,3456.1096
8_6_2013-06-28,3810.6352000000006
8_6_2013-07-05,3598.3164
8_6_2013-07-12,3840.7619000000004
8_6_2013-07-19,3231.4776
8_6_2013-07-26,3511.7070000000017
8_7_2012-11-02,18664.38200000001
8_7_2012-11-09,20544.26870000001
8_7_2012-11-16,21204.285400000004
8_7_2012-11-23,58186.191199999965
8_7_2012-11-30,43580.05170000001
8_7_2012-12-07,58540.4604
8_7_2012-12-14,59070.783500000005
8_7_2012-12-21,109017.53000000007
8_7_2012-12-28,31199.74689999999
8_7_2013-01-04,10908.946100000008
8_7_2013-01-11,10260.509100000012
8_7_2013-01-18,10447.951100000004
8_7_2013-01-25,10662.107199999988
8_7_2013-02-01,14991.038900000001
8_7_2013-02-08,16429.14939999999
8_7_2013-02-15,16208.6761
8_7_2013-02-22,16006.3958
8_7_2013-03-01,16189.065400000003
8_7_2013-03-08,16968.85579999999
8_7_2013-03-15,17322.03689999999
8_7_2013-03-22,17735.635399999992
8_7_2013-03-29,17042.9369
